|post_id|post_text|comment_id|comment_text|author_name|favorite_count|retweet_count
70|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349068116551229441|@Spotify @Louis_Tomlinson spotify=dark larry|";marghe🌶|| MC1"|1|0
71|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349059888522141700|@Spotify @Louis_Tomlinson hi!!! if it's possible could you share with us who is the solo male artist's most followe… https://t.co/Qp2wrrxKsd|aninha.|0|0
72|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349056029473046531|@Spotify @Louis_Tomlinson amo se tardaron si putos|N|0|0
73|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349056000758853637|@Spotify @Louis_Tomlinson EEEEAAAA|N|0|0
74|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349043263009910791|"@Spotify @Louis_Tomlinson there's how to do not rick roll mr beast
https://t.co/FSdruWF49z"|thememesound|0|0
75|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349042040634531840|@Spotify @SpotifyTurkey @Louis_Tomlinson spotify turkiye rtlemis duygulanmak|doga|0|0
76|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349034901140549636|@Spotify @Louis_Tomlinson SPOTIFY MI PANA GRACIAS|rebe' louis gf|0|0
77|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349029812271255553|@Spotify @Louis_Tomlinson THANK U!|I claim track 6 om zm3 ♡|0|0
78|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349028022687465473|@Spotify @Louis_Tomlinson THANK YOU IM SO LATE TO THIS TWEET BUT THANK YOU|cee|0|0
79|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349025710699130881|@Spotify @Louis_Tomlinson Thank you my love|Eduarda ◟̽◞̽|0|0
80|1348660948312207364|"Calling all @Louis_Tomlinson fans... we made it 🚨
Sorry this took so long to fix 👇
https://t.co/c630dqzOx2"|1349019271666561026|@Spotify @Louis_Tomlinson Thank you|Lisbeth|0|0
